participant_id	CTOPP-2_EL_Raw	CTOPP-2_EL_ScS	CTOPP-2_BW_Raw	CTOPP-2_BW_ScS	CTOPP-2_SM_Raw	CTOPP-2_SM_ScS	CTOPP-2_PI_Raw	CTOPP-2_PI_ScS	CTOPP-2_MD_Raw	CTOPP-2_MD_ScS	CTOPP-2_NR_Raw	CTOPP-2_NR_ScS	CTOPP-2_RD_Raw	CTOPP-2_RD_ScS	CTOPP-2_RL_Raw	CTOPP-2_RL_ScS	CTOPP-2_RC_Raw	CTOPP-2_RC_ScS	CTOPP-2_RO_Raw	CTOPP-2_RO_ScS	CTOPP-2_PhonAwareness_Comp	CTOPP-2_PhonMemory_Comp	CTOPP-2_RapidSymb_Comp	CTOPP-2_RapidNon-Symb_Comp
5040	17	6	21	8	n/a	n/a	26	9	17	10	15	7	28	6	25	7	n/a	n/a	n/a	n/a	86	92	79	n/a
5042	31	13	29	15	n/a	n/a	27	10	15	8	19	11	16	10	19	9	n/a	n/a	n/a	n/a	118	98	98	n/a
5043	33	15	27	13	n/a	n/a	27	10	16	9	17	9	17	9	16	11	n/a	n/a	n/a	n/a	118	95	101	n/a
5044	16	6	21	8	n/a	n/a	20	6	14	7	16	8	16	10	18	9	n/a	n/a	n/a	n/a	80	85	98	n/a
5045	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5046	25	9	19	7	n/a	n/a	19	5	19	12	21	13	20	8	20	8	n/a	n/a	n/a	n/a	82	116	88	n/a
5047	16	6	20	7	n/a	n/a	21	6	17	10	19	11	15	11	16	11	n/a	n/a	n/a	n/a	77	104	107	n/a
5048	29	11	23	9	n/a	n/a	27	10	16	9	14	6	24	6	21	8	n/a	n/a	n/a	n/a	100	85	82	n/a
5049	30	12	22	8	n/a	n/a	27	10	16	9	17	9	23	7	22	7	n/a	n/a	n/a	n/a	100	95	82	n/a
5051	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5052	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5053	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5054	32	14	28	14	n/a	n/a	27	10	24	17	20	12	14	12	15	12	n/a	n/a	n/a	n/a	118	128	113	n/a
5055	30	12	25	11	n/a	n/a	27	10	22	15	17	9	18	9	17	10	n/a	n/a	n/a	n/a	107	113	98	n/a
5056	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5057	17	6	21	8	n/a	n/a	8	3	16	9	17	9	14	12	19	9	n/a	n/a	n/a	n/a	73	95	104	n/a
5058	26	9	18	6	n/a	n/a	26	9	24	17	20	12	15	11	26	7	n/a	n/a	n/a	n/a	88	128	95	n/a
5059	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5060	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5061	32	14	28	14	n/a	n/a	28	11	18	11	20	12	22	7	23	7	n/a	n/a	n/a	n/a	120	110	82	n/a
5063	27	10	25	11	n/a	n/a	22	7	17	10	16	8	14	12	15	12	n/a	n/a	n/a	n/a	96	95	113	n/a
5065	31	13	29	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	120	n/a	n/a	n/a
5069	32	14	30	16	n/a	n/a	29	12	19	12	21	13	15	11	17	10	n/a	n/a	n/a	n/a	127	116	104	n/a
5070	26	9	24	10	n/a	n/a	26	9	18	11	14	6	18	9	20	8	n/a	n/a	n/a	n/a	96	92	92	n/a
5071	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5074	32	14	24	10	n/a	n/a	29	12	17	10	19	11	14	12	17	10	n/a	n/a	n/a	n/a	114	104	107	n/a
5075	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5077	33	15	18	6	n/a	n/a	30	13	18	11	16	8	18	9	22	7	n/a	n/a	n/a	n/a	110	98	88	n/a
5078	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5079	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5080	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5085	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5086	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5087	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5090	25	9	23	9	n/a	n/a	28	11	22	15	14	6	23	7	28	6	n/a	n/a	n/a	n/a	98	104	79	n/a
5091	33	15	31	17	n/a	n/a	29	12	15	8	18	10	20	8	20	8	n/a	n/a	n/a	n/a	131	95	88	n/a
5094	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5095	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5099	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5100	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5102	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5103	30	12	26	12	n/a	n/a	26	9	15	8	14	6	23	7	20	8	n/a	n/a	n/a	n/a	107	82	85	n/a
5104	30	12	27	13	n/a	n/a	25	9	21	14	21	13	16	10	18	9	n/a	n/a	n/a	n/a	110	122	98	n/a
5105	17	6	18	6	n/a	n/a	8	3	18	11	14	6	22	7	22	7	n/a	n/a	n/a	n/a	69	92	82	n/a
5108	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5109	31	13	28	14	n/a	n/a	26	9	20	13	21	13	13	13	20	8	n/a	n/a	n/a	n/a	114	119	104	n/a
5110	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5111	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5117	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5118	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5120	25	9	19	7	n/a	n/a	17	5	13	6	15	7	13	13	16	11	n/a	n/a	n/a	n/a	82	79	113	n/a
5121	25	9	23	9	n/a	n/a	24	8	18	11	17	9	19	8	29	6	n/a	n/a	n/a	n/a	92	101	82	n/a
5122	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5123	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5125	29	11	26	12	n/a	n/a	26	9	20	13	20	12	15	11	15	12	n/a	n/a	n/a	n/a	105	116	110	n/a
5126	30	12	25	11	n/a	n/a	28	11	20	13	17	9	14	12	19	9	n/a	n/a	n/a	n/a	110	107	104	n/a
5136	32	14	24	10	n/a	n/a	31	14	19	12	15	7	13	13	16	11	n/a	n/a	n/a	n/a	118	98	113	n/a
5137	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5138	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5139	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5140	34	16	29	15	n/a	n/a	30	13	24	17	25	17	16	10	20	8	n/a	n/a	n/a	n/a	131	143	95	n/a
5141	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5143	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5144	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5147	30	12	28	14	n/a	n/a	29	12	17	10	20	12	14	12	15	12	n/a	n/a	n/a	n/a	118	118	113	n/a
5148	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5149	32	14	25	11	n/a	n/a	27	10	25	17	19	11	16	10	16	11	n/a	n/a	n/a	n/a	112	125	104	n/a
5150	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5151	28	10	27	13	n/a	n/a	27	10	15	8	18	10	18	9	19	9	n/a	n/a	n/a	n/a	107	95	95	n/a
5153	28	10	17	6	n/a	n/a	23	7	15	8	17	9	12	14	16	11	n/a	n/a	n/a	n/a	86	92	116	n/a
5154	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5157	25	9	24	10	n/a	n/a	12	4	20	13	17	9	14	12	15	12	n/a	n/a	n/a	n/a	86	107	113	n/a
5158	30	12	18	6	n/a	n/a	27	10	16	9	13	5	15	11	13	13	n/a	n/a	n/a	n/a	96	82	113	n/a
5159	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5160	25	9	22	8	n/a	n/a	23	7	15	8	15	7	26	6	28	6	n/a	n/a	n/a	n/a	88	85	76	n/a
5161	31	13	26	12	n/a	n/a	24	8	15	8	16	8	13	13	18	9	n/a	n/a	n/a	n/a	107	88	107	n/a
5162	25	9	17	6	n/a	n/a	25	9	16	9	16	8	22	7	23	7	n/a	n/a	n/a	n/a	88	92	82	n/a
5163	25	9	26	12	n/a	n/a	27	10	17	10	17	9	15	11	26	7	n/a	n/a	n/a	n/a	103	98	95	n/a
5164	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5165	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5166	28	10	28	14	n/a	n/a	23	7	16	9	17	9	19	8	33	6	n/a	n/a	n/a	n/a	103	95	82	n/a
5167	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5169	24	9	25	11	n/a	n/a	18	5	18	11	19	11	19	8	22	7	n/a	n/a	n/a	n/a	90	107	85	n/a
5171	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5172	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5173	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5177	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5179	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5182	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5183	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5185	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5186	20	7	24	10	n/a	n/a	19	5	16	9	16	8	19	8	20	8	n/a	n/a	n/a	n/a	84	92	88	n/a
5187	21	7	17	6	n/a	n/a	28	11	16	9	17	9	17	9	23	7	n/a	n/a	n/a	n/a	88	95	88	n/a
5188	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5189	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5190	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5192	30	12	29	15	n/a	n/a	22	7	17	10	20	12	17	9	21	8	n/a	n/a	n/a	n/a	110	107	92	n/a
5193	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5194	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5198	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5199	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5200	26	9	26	12	n/a	n/a	27	10	15	8	18	10	19	8	21	8	n/a	n/a	n/a	n/a	103	103	88	n/a
5201	32	14	27	13	n/a	n/a	24	8	19	12	19	11	15	11	12	14	n/a	n/a	n/a	n/a	112	112	116	n/a
5204	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5205	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5207	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5211	32	14	19	7	n/a	n/a	24	8	19	12	21	13	15	11	16	11	n/a	n/a	n/a	n/a	98	98	107	n/a
5213	26	9	27	13	n/a	n/a	22	7	16	9	19	11	18	9	15	12	n/a	n/a	n/a	n/a	98	98	104	n/a
5215	28	10	23	9	n/a	n/a	26	9	17	10	17	9	13	13	14	13	n/a	n/a	n/a	n/a	96	98	119	n/a
5216	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5217	24	9	21	8	n/a	n/a	19	5	17	10	16	8	20	8	20	8	n/a	n/a	n/a	n/a	84	84	88	n/a
5218	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5220	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5222	24	9	17	6	n/a	n/a	24	8	19	12	14	6	18	9	20	8	n/a	n/a	n/a	n/a	86	95	92	n/a
5223	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5224	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5226	29	11	21	8	n/a	n/a	24	8	20	13	17	9	14	12	17	10	n/a	n/a	n/a	n/a	94	107	107	n/a
5227	26	9	24	10	n/a	n/a	22	7	18	11	17	9	20	8	21	8	n/a	n/a	n/a	n/a	92	101	88	n/a
5229	23	8	21	8	n/a	n/a	28	11	18	11	15	7	19	8	18	9	n/a	n/a	n/a	n/a	94	94	92	n/a
5231	29	11	10	3	n/a	n/a	20	6	13	6	13	5	19	8	22	7	n/a	n/a	n/a	n/a	80	80	85	n/a
5233	25	9	23	9	n/a	n/a	29	12	12	5	16	8	16	10	22	7	n/a	n/a	n/a	n/a	100	100	92	n/a
5237	17	6	21	8	n/a	n/a	17	5	19	12	16	8	17	9	19	9	n/a	n/a	n/a	n/a	77	101	95	n/a
5242	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5244	17	6	23	9	n/a	n/a	28	11	19	12	18	10	24	6	23	7	n/a	n/a	n/a	n/a	92	107	79	n/a
5246	29	11	24	10	n/a	n/a	25	9	17	10	16	8	15	11	19	9	n/a	n/a	n/a	n/a	100	100	101	n/a
5247	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5250	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5252	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
