participant_id	DELV_A	DELV_B	DELV_Status
5090	4	10	Mainstream American English
5091	1	12	Mainstream American English
5094	3	10	Mainstream American English
5095	3	12	Mainstream American English
5099	2	13	Mainstream American English
5100	5	7	Mainstream American English
5102	1	12	Mainstream American English
5103	4	9	Mainstream American English
5104	1	13	Mainstream American English
5105	7	8	Mainstream American English
5108	4	9	Mainstream American English
5109	1	13	Mainstream American English
5110	1	12	Mainstream American English
5111	3	10	Mainstream American English
5117	3	9	Mainstream American English
5118	2	11	Mainstream American English
5120	3	8	Mainstream American English
5121	0	13	Mainstream American English
5122	2	11	Mainstream American English
5123	0	14	Mainstream American English
5125	2	8	Mainstream American English
5126	5	6	Some Variation from MAE
5136	0	11	Mainstream American English
5137	2	12	Mainstream American English
5138	2	12	Mainstream American English
5139	2	12	Mainstream American English
5140	0	14	Mainstream American English
5141	1	14	Mainstream American English
5143	3	11	Mainstream American English
5144	3	11	Mainstream American English
5147	n/a	n/a	n/a
5148	0	14	Mainstream American English
5149	2	12	Mainstream American English
5150	2	13	Mainstream American English
5151	0	14	Mainstream American English
5153	3	11	Mainstream American English
5154	0	15	Mainstream American English
5157	2	11	Mainstream American English
5158	7	7	Mainstream American English
5159	3	9	Mainstream American English
5160	5	8	Mainstream American English
5161	0	14	Mainstream American English
5162	0	14	Mainstream American English
5163	3	10	Mainstream American English
5164	4	9	Mainstream American English
5165	6	7	Mainstream American English
5166	1	14	Mainstream American English
5167	5	8	Mainstream American English
5169	5	9	Mainstream American English
5171	2	13	Mainstream American English
5172	3	12	Mainstream American English
5173	n/a	n/a	n/a
5177	3	8	Mainstream American English
5179	1	11	Mainstream American English
5182	2	13	Mainstream American English
5183	2	12	Mainstream American English
5185	1	13	Mainstream American English
5186	7	7	Mainstream American English
5187	2	10	Mainstream American English
5188	2	13	Mainstream American English
5189	5	10	Mainstream American English
5190	1	12	Mainstream American English
5192	5	10	Mainstream American English
5193	3	9	Mainstream American English
5194	0	14	Mainstream American English
5198	0	13	Mainstream American English
5199	4	10	Mainstream American English
5200	n/a	n/a	n/a
5201	n/a	n/a	n/a
5204	n/a	n/a	n/a
5205	3	11	Mainstream American English
5207	0	14	Mainstream American English
5211	n/a	n/a	n/a
5213	n/a	n/a	n/a
5215	5	7	Mainstream American English
5216	n/a	n/a	n/a
5217	n/a	n/a	n/a
5218	2	13	Mainstream American English
5220	0	14	Mainstream American English
5222	0	15	Mainstream American English
5223	n/a	n/a	n/a
5224	3	11	Mainstream American English
5226	n/a	n/a	n/a
5227	n/a	n/a	n/a
5229	n/a	n/a	n/a
5231	n/a	n/a	n/a
5233	n/a	n/a	n/a
5237	4	8	Mainstream American English
5242	1	13	Mainstream American English
5244	1	14	Mainstream American English
5246	n/a	n/a	n/a
5247	1	13	Mainstream American English
5250	n/a	n/a	n/a
5252	n/a	n/a	n/a
5255	n/a	n/a	n/a
5256	1	13	Mainstream American English
5258	n/a	n/a	n/a
5259	0	13	Mainstream American English
5260	n/a	n/a	n/a
5262	n/a	n/a	n/a
5267	1	13	Mainstream American English
5270	2	11	Mainstream American English
5272	7	6	Some Variation from MAE
5274	4	10	Mainstream American English
5280	2	12	Mainstream American English
5282	6	8	Mainstream American English
5286	4	11	Mainstream American English
5287	2	11	Mainstream American English
5289	1	12	Mainstream American English
5290	n/a	n/a	n/a
5295	n/a	n/a	n/a
5300	5	9	Mainstream American English
5301	n/a	n/a	n/a
5302	n/a	n/a	n/a
5304	0	11	Mainstream American English
5307	n/a	n/a	n/a
5308	n/a	n/a	n/a
5310	n/a	n/a	n/a
5311	1	12	Mainstream American English
5312	n/a	n/a	n/a
5314	n/a	n/a	n/a
5316	n/a	n/a	n/a
5317	n/a	n/a	n/a
5325	0	14	Mainstream American English
5328	0	13	Mainstream American English
5330	1	14	Mainstream American English
5332	0	15	Mainstream American English
5334	n/a	n/a	n/a
5336	0	15	Mainstream American English
5338	1	11	Mainstream American English
5341	n/a	n/a	n/a
5342	5	10	Mainstream American English
5344	2	9	Mainstream American English
5347	0	14	Mainstream American English
5348	10	0	Strong Variation from MAE
5352	5	10	Mainstream American English
5354	n/a	n/a	n/a
5355	n/a	n/a	n/a
5357	n/a	n/a	n/a
5358	n/a	n/a	n/a
5362	n/a	n/a	n/a
5363	n/a	n/a	n/a
5365	n/a	n/a	n/a
5367	n/a	n/a	n/a
5369	n/a	n/a	n/a
5370	n/a	n/a	n/a
5371	n/a	n/a	n/a
5372	n/a	n/a	n/a
5374	n/a	n/a	n/a
5376	n/a	n/a	n/a
5378	n/a	n/a	n/a
5379	n/a	n/a	n/a
5380	n/a	n/a	n/a
5382	n/a	n/a	n/a
5385	n/a	n/a	n/a
5386	n/a	n/a	n/a
5388	n/a	n/a	n/a
5389	n/a	n/a	n/a
5391	n/a	n/a	n/a
5393	n/a	n/a	n/a
5395	n/a	n/a	n/a
5398	n/a	n/a	n/a
5400	n/a	n/a	n/a
5403	n/a	n/a	n/a
5404	n/a	n/a	n/a
5405	n/a	n/a	n/a
5406	n/a	n/a	n/a
5407	n/a	n/a	n/a
5408	n/a	n/a	n/a
5409	n/a	n/a	n/a
5413	n/a	n/a	n/a
5414	n/a	n/a	n/a
5417	n/a	n/a	n/a
5420	n/a	n/a	n/a
5425	n/a	n/a	n/a
5428	n/a	n/a	n/a
5430	n/a	n/a	n/a
5435	n/a	n/a	n/a
5438	n/a	n/a	n/a
5439	n/a	n/a	n/a
5443	n/a	n/a	n/a
5445	n/a	n/a	n/a
5446	n/a	n/a	n/a
5447	n/a	n/a	n/a
5448	n/a	n/a	n/a
5452	n/a	n/a	n/a
5457	n/a	n/a	n/a
5460	n/a	n/a	n/a
5462	n/a	n/a	n/a
5463	n/a	n/a	n/a
5464	n/a	n/a	n/a
5468	n/a	n/a	n/a
5471	n/a	n/a	n/a
5472	n/a	n/a	n/a
5474	n/a	n/a	n/a
5475	n/a	n/a	n/a
5476	n/a	n/a	n/a
5477	n/a	n/a	n/a
5478	n/a	n/a	n/a
5479	n/a	n/a	n/a
5480	n/a	n/a	n/a
5482	n/a	n/a	n/a
5486	n/a	n/a	n/a
5489	n/a	n/a	n/a
5492	n/a	n/a	n/a
5493	n/a	n/a	n/a
5495	n/a	n/a	n/a
5496	n/a	n/a	n/a
5497	n/a	n/a	n/a
5499	n/a	n/a	n/a
5501	n/a	n/a	n/a
5502	n/a	n/a	n/a
5503	n/a	n/a	n/a
5507	n/a	n/a	n/a
5508	n/a	n/a	n/a
5510	n/a	n/a	n/a
5513	n/a	n/a	n/a
5514	n/a	n/a	n/a
5516	n/a	n/a	n/a
5519	n/a	n/a	n/a
5520	n/a	n/a	n/a
5524	n/a	n/a	n/a
5526	n/a	n/a	n/a
5527	n/a	n/a	n/a
5528	n/a	n/a	n/a
5529	n/a	n/a	n/a
5531	n/a	n/a	n/a
5534	n/a	n/a	n/a
5536	n/a	n/a	n/a
5537	n/a	n/a	n/a
5541	n/a	n/a	n/a
5543	n/a	n/a	n/a
5544	n/a	n/a	n/a
5547	n/a	n/a	n/a
5550	n/a	n/a	n/a
5551	n/a	n/a	n/a
5553	n/a	n/a	n/a
5555	n/a	n/a	n/a
5556	n/a	n/a	n/a
5558	n/a	n/a	n/a
5559	n/a	n/a	n/a
5560	n/a	n/a	n/a
5561	n/a	n/a	n/a
5562	n/a	n/a	n/a
5565	n/a	n/a	n/a
5567	n/a	n/a	n/a
5571	n/a	n/a	n/a
5573	n/a	n/a	n/a
5574	n/a	n/a	n/a
5579	n/a	n/a	n/a
5580	n/a	n/a	n/a
5581	n/a	n/a	n/a
5584	n/a	n/a	n/a
5587	n/a	n/a	n/a
5588	n/a	n/a	n/a
5589	n/a	n/a	n/a
